product_name,product_type,price_clean,clean_ingreds,acne_ingredients_present,acne_ingredient_count,acne_types,acne_types_str
CeraVe Foaming Facial Cleanser 473ml,Cleanser,15.0,"['glycerin', 'cocamidopropyl betaine', 'propylene glycol', 'sodium cocoyl glycinate', 'peg-120 methyl glucose dioleate', 'sodium chloride', 'acrylates copolymer', 'citric acid', 'capryloyl glycine', 'caprylyl glycol', 'sodium hydroxide', 'niacinamide', 'disodium edta', 'sodium hyaluronate', 'sodium lauroyl', 'ceramide np', 'phenoxyethanol', 'ceramide ap', 'phytosphingosine', 'cholesterol', 'xanthan gum', 'carbomer', 'ethylhexyl glycerin', 'ceramide eop']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
CeraVe Smoothing Cleanser 236ml,Cleanser,12.0,"['sodium lauroyl', 'cocamidopropyl', 'hydroxysultaine', 'glycerin', 'niacinamide', 'gluconolactone', 'sodium methyl cocoyl taurate', 'peg-150 pentaerythrityl tetrastearate', 'ceramide np', 'ceramide ap', 'ceramide eop', 'carbomer', 'calcium gluconate', 'salicylic acid', 'sodium benzoate', 'sodium lauroyl', 'lactylate', 'cholesterol', 'phenoxyethanol', 'disodium edta', 'tetrasodium edta', 'hydrolyzed sodium hyaluronate', 'phytosphingosine', 'xanthan gum', 'ethylhexyl glycerin']","['salicylic acid', 'niacinamide']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
COSRX Salicylic Acid Daily Gentle Cleanser 170g,Cleanser,8.5,"['glycerin', 'myristic acid', 'stearic acid', 'potassium hydroxide', 'lauric acid', 'butylene glycol', 'glycol distearate', 'polysorbate 80', 'sodium methyl cocoyl taurate', 'salicylic acid', 'cocamidopropyl betaine', 'castor oil', 'parfum', 'sodium chloride', 'melaleuca alternifolia leaf extract', 'caprylyl glycol', 'ethylhexyl glycerin', 'salix alba extract', 'saccharomyces ferment', 'cryptomeria japonica leaf extract', 'nelumbo nucifera flower extract', 'pinus palustris leaf extract', 'ulmus davidiana root extract', 'oenothera biennis flower extract', 'pueraria lobata extract', '1,2-hexanediol', 'ethyl hexanediol', 'citric acid', 'disodium edta']",['salicylic acid'],1,['Comedonal'],Comedonal
La Roche-Posay Effaclar H Hydrating Cleansing Cream (200ml),Cleanser,12.5,"['ethylhexyl palmitate', 'propanediol', 'glycerin', 'pentylene glycol', 'sodium laureth sulfate', 'niacinamide', 'coco-glucoside', 'acrylates/c10-30 alkyl', 'zinc pca', 'sodium hydroxide', 'disodium edta', 'caprylyl glycol', 'phenoxyethanol', 'parfum']","['niacinamide', 'zinc pca']",2,"['Comedonal', 'Inflammatory', 'Fungal', 'Pigmentation']","Comedonal, Inflammatory, Fungal, Pigmentation"
La Roche-Posay Effaclar Purifying Cleansing Gel 200ml,Cleanser,12.5,"['decyl glucoside', 'sodium laureth sulfate', 'peg-120 methyl glucose dioleate', 'polyglyceryl 3-hydroxylauryl ether', 'peg-4 dilaurate', 'peg-4 laurate', 'zinc pca', 'disodium edta', 'citric acid', 'polyquaternium-7', 'iodopropynyl butylcarbamate', 'peg-4', 'methylparaben', 'propylparaben', 'parfum']",['zinc pca'],1,"['Comedonal', 'Fungal']","Comedonal, Fungal"
La Roche-Posay Effaclar Cleansing Gel 400ml,Cleanser,18.5,"['sodium laureth sulfate', 'peg-8', 'cocamidopropyl betaine', 'hexylene glycol', 'sodium chloride', 'peg-120 methyl glucose dioleate', 'zinc pca', 'sodium hydroxide', 'citric acid', 'sodium benzoate', 'phenoxyethanol', 'caprylyl glycol', 'parfum']",['zinc pca'],1,"['Comedonal', 'Fungal']","Comedonal, Fungal"
Caudalie Vinopure Purifying Gel Cleanser 150ml,Cleanser,16.0,"['vitis vinifera extract', 'decyl glucoside', 'glycerin', 'sodium cocoyl glutamate', 'sucrose cocoate', 'acacia senegal gum', 'xanthan gum', 'propanediol', 'sodium glutamate', 'sodium chloride', 'caprylyl glycol', 'coconut acid', 'salicylic acid', 'vitis vinifera extract', 'cymbopogon citratus oil', 'lavandula hybrida extract', 'melissa officinalis leaf oil', 'mentha piperita extract', 'pelargonium graveolens extract', 'rosmarinus officinalis extract', 'citric acid', 'potassium sorbate', 'sodium benzoate', 'citral', 'citronellol', 'geraniol', 'linalool', '']",['salicylic acid'],1,['Comedonal'],Comedonal
OSKIA Renaissance Cleansing Gel (100ml),Cleanser,35.0,"['capric triglyceride', 'glycerin', 'cetearyl olivate', 'sucrose laurate', 'benzyl alcohol', 'sorbitan olivate', 'sucrose palmitate', 'parfum', 'geraniol', 'dimethyl sulfone', 'citronellol', 'dehydroacetic acid', 'cucurbita pepo seed oil', 'borago officinalis seed oil', 'sucrose stearate', 'linalool', 'retinyl palmitate', 'ci 77491', 'simmondsia chinensis leaf extract', 'tocopherol', 'ascorbyl palmitate']",['retinyl palmitate'],1,['General'],General
NIP+FAB Teen Skin Fix Pore Blaster Night Wash 145ml,Cleanser,6.99,"['sodium laureth sulfate', 'cocamidopropyl betaine', 'sodium chloride', 'hamamelis virginiana', 'glycerin', 'disodium phosphate', 'castor oil', 'phenoxyethanol', 'benzyl alcohol', 'parfum', 'alcohol', 'coconut acid', 'disodium edta', 'lactobacillus', 'salicylic acid', 'benzyl salicylate', 'dehydroacetic acid', 'melaleuca alternifolia leaf extract', 'sodium hydroxide']",['salicylic acid'],1,['Comedonal'],Comedonal
Elemis Superfood Cleansing Wash 150ml,Cleanser,25.0,"['sodium lauroyl', 'glycerin', 'cocamidopropyl betaine', 'acrylates copolymer', 'polysorbate-20', 'sodium lactate', 'coco-glucoside', 'glyceryl oleate', 'dicaprylyl ether', 'lauryl alcohol', 'sodium chloride', 'phenoxyethanol', 'xanthan gum', 'persea gratissima oil', 'chlorphenesin', 'sodium hydroxide', 'citric acid', 'parfum', 'alpha-glucan oligosaccharide', 'brassica oleracea acephala leaf extract', 'cucurbita pepo seed oil', 'galactoarabinan', 'disodium edta', 'salvia hispanica herb extract', 'limonene', 'citrus aurantium dulcis', 'sodium dehydroacetate', 'caramel', 'amyris balsamifera bark oil', 'urtica dioica extract', 'cymbopogon martini oil', 'geraniol', 'linalool', 'rosmarinus officinalis extract', 'daucus carota sativa extract', 'brassica oleracea acephala leaf extract', 'triticum aestivum (wheatgrass) leaf extract', 'magnesium aspartate', 'zinc gluconate', 'maltodextrin', 'polyglyceryl-3 diisostearate', 'chlorophyllin-copper complex', 'hydrogenated palm glycerides citrate', 'tocopherol', 'copper gluconate', 'sodium benzoate', 'potassium sorbate', 'ascorbic acid']","['zinc gluconate', 'ascorbic acid']",2,"['Fungal', 'Pigmentation']","Fungal, Pigmentation"
Bioderma Hybrabio H2O 500ml Duo Pack,Cleanser,18.5,"['glycerin', 'peg-6 capric triglyceride', 'polysorbate-20', 'castor oil', 'pyrus malus flower extract', 'rhamnose', 'mannitol', 'xylitol', 'fructooligosaccharides', 'propylene glycol', 'cucumis sativus extract', 'hexyldecanol', 'sodium hydroxide', 'citric acid', 'niacinamide', 'disodium edta', 'cetrimonium bromide', 'parfum']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Avène Cleanance Cleansing Gel 200ml,Cleanser,12.0,"['sodium lauroyl', 'zinc coceth sulfate', 'polysorbate-20', 'sodium cocoamphoacetate', 'ceteareth-60 myristyl glycol', 'castor oil', 'citric acid', 'disodium edta', 'parfum', 'glyceryl laurate', 'ci 61570', 'sodium benzoate', 'sodium hydroxide', 'ci 19140', 'zinc gluconate']",['zinc gluconate'],1,['Fungal'],Fungal
Avene Face Essentials Cleansing Foam 150ml,Cleanser,13.5,"['sodium cocoamphoacetate', 'sodium cocoyl glutamate', 'lactic acid', 'citric acid', 'disodium edta', 'parfum', 'glutamic acid', 'propylene glycol', 'sodium benzoate', 'sodium chloride']",['lactic acid'],1,['Comedonal'],Comedonal
Clinique Anti Blemish Solutions Cleansing Foam 125ml,Cleanser,19.0,"['glycerin', 'butylene glycol', 'sodium methyl cocoyl taurate', 'salicylic acid', 'sucrose', 'disodium phosphate', 'arganine', 'laminaria saccharina extract', 'caffeinee', 'algae extract', 'cola acuminata seed extract', 'sea whip extract', 'dimethicon', 'sodium hyaluronate', 'ppg-6-decyltetradeceth-30', 'lactobacillus', 'stearamidopropyl dimethylamine', 'acetyl glucosamine', 'capryloyl glycine', '10-hydroxydecanoic acid', 'polyquaternium-7', 'phospholipid', 'stearic acid', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'chloroxylenol']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
Neutrogena® Oil Balancing Facial Wash 200ml,Cleanser,4.71,"['sodium laureth sulfate', 'glycerin', 'lauryl glucoside', 'sodium lauroamphoacetate', 'cocamidopropyl betaine', 'peg-120 methyl glucose dioleate', 'polysorbate-20', 'salicylic acid', 'citrus aurantifolia oil', 'citrus tangerina extract', 'propylene glycol', 'sodium chloride', 'disodium edta', 'citric acid', 'sodium citrate', 'parfum', 'ci 15985', 'ci 42090']",['salicylic acid'],1,['Comedonal'],Comedonal
REN Clean Skincare Rosa Centifolia Cleansing Gel,Cleanser,18.0,"['rosa damascena', 'aloe barbadenis extract', 'glycerin', 'coco glucoside', 'xanthan gum', 'polysorbate-20', 'panthenol', 'phenoxyethanol', 'sodium lauroyl', 'rosa centifolia flower water', 'rosa damascena', 'parfum', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'geraniol', 'sodium hydroxymethylglycinate', 'lactic acid', 'ethylhexyl glycerin']",['lactic acid'],1,['Comedonal'],Comedonal
Dr Dennis Gross Alpha Beta Pore Perfecting Cleansing Gel 60ml,Cleanser,17.0,"['glycerin', 'sodium lauroyl', 'propanediol', 'sodium cocoamphoacetate', 'cocamidopropyl hydroxysultaine', 'disteareth-75 ipdi', 'glycereth-7', 'sodium chloride', 'trisodium ethylenediamine disuccinate', 'castor oil', 'mandelic acid', 'glycolic acid', 'salix alba extract', 'phytic acid', 'potassium azeloyl diglycinate', 'citric acid', 'farnesol', 'barosma betulina leaf extract', 'sodium pca', 'sodium hyaluronate', 'tremella fuciformis extract', 'aloe barbadenis extract', 'bisabolol', 'hydrolyzed soy protein', 'camellia sinensis extract', 'butylene glycol', 'capric triglyceride', 'dimethyl isosorbide', 'alcohol', 'sodium phytate', 'jasminum officinale extract', 'vitis vinifera extract', 'lavandula angustifolia', 'eugenia', 'polyglyceryl-3 laurate', 'peg-7 glyceryl cocoate', 'sodium hydroxide', 'benzoic acid', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol']","['glycolic acid', 'mandelic acid']",2,['Comedonal'],Comedonal
La Roche-Posay Cicaplast B5 Anti-Bacterial Cleansing Wash 200ml,Cleanser,10.0,"['sodium laureth sulfate', 'panthenol', 'peg-200 hydrogenated glyceryl palmate', 'glycerin', 'cocamidopropyl betaine', 'sodium chloride', 'polysorbate-20', 'peg-7 glyceryl cocoate', 'citric acid', 'cocamide mea', 'copper gluconate', 'manganese gluconate', 'peg-55 propylene glycol oleate', 'castor oil', 'polyquaternium-11', 'ppg-5-ceteth-20', 'propylene glycol', 'prunus amygdalus dulcis', 'sodium benzoate', 'sodium hydroxide', 'zinc gluconate']",['zinc gluconate'],1,['Fungal'],Fungal
VICHY Normaderm Deep Cleansing Purifying Gel 200ml,Cleanser,13.0,"['cocamidopropyl betaine', 'propanediol', 'peg-120 methyl glucose dioleate', 'sodium chloride', 'sodium cocoyl glycinate', 'dipropylene glycol', 'zinc gluconate', 'salicylic acid', 'bifida ferment lysate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'copper gluconate', 'caprylyl glycol', 'tetrasodium glutamate diacetate', 'parfum']","['salicylic acid', 'zinc gluconate']",2,"['Comedonal', 'Fungal']","Comedonal, Fungal"
NIP+FAB Teen Skin Fix Pore Blaster Day Wash 145ml,Cleanser,6.99,"['sodium laureth sulfate', 'sodium chloride', 'cocamidopropyl betaine', 'glycerin', 'disodium edta', 'disodium phosphate', 'castor oil', 'phenoxyethanol', 'benzyl alcohol', 'parfum', 'coconut acid', 'allantoin', 'lactobacillus', 'niacinamide', 'panthenol', 'tocopheryl acetate', 'zinc gluconate', 'benzyl salicylate', 'dehydroacetic acid', 'sodium hydroxide', 'citric acid']","['niacinamide', 'zinc gluconate']",2,"['Inflammatory', 'Fungal', 'Pigmentation']","Inflammatory, Fungal, Pigmentation"
Neutrogena Pink Grapefruit Medicated Facial Wipes,Cleanser,3.99,"['alcohol denat', 'butylene glycol', 'salicylic acid', 'ppg-26 buteth-26', 'peg-7 glyceryl cocoate', 'sodium hydroxide', 'castor oil', 'benzoic acid', 'menthol', 'disodium edta', 'phenoxyethanol', 'parfum']",['salicylic acid'],1,['Comedonal'],Comedonal
Murad Clarifying Cleanser 200ml,Cleanser,25.0,"['cocamidopropyl betaine', 'sodium c14-16 olefin sulfonate', 'salicylic acid', 'methyl gluceth-20', 'ppg-26 buteth-26', 'castor oil', 'butyleneglycol', 'cimicifuga racemosa root extract', 'camellia oleifera seed oil', 'silver citrate', 'menthol', 'peg-150 distearate', 'zea mays starch', 'hydrolyzed corn starch', 'hydrolyzed corn starch', 'glyceryl stearate', 'cocamidopropyl dimethylamine', 'polysorbate 80', 'citric acid', 'disodium edta', 'methylparaben', 'limonene', 'citrus reticulata fruit extract', 'cymbopogon nardus oil', 'citrus limon juice extract', 'citrus aurantifolia oil', 'lavandula hybrida extract', 'citrus nobilis oil', 'prunus armeniaca fruit extract', 'parfum']",['salicylic acid'],1,['Comedonal'],Comedonal
Clinique Redness Solutions Soothing Cleanser 150ml,Cleanser,19.0,"['squalene', 'glycerin', 'butylene glycol', 'phenyl trimethicone', 'ammonium acryloyldimethyltaurate/vp', 'cucumis sativus extract', 'hordeum vulgare extract', 'sucrose stearate', 'sea whip extract', 'cholesterol', 'helianthus annuus seed oil', 'acetyl glucosamine', 'lactobacillus', 'ppg-20 methyl glucose ether', 'caffeinee', 'propylene glycol dicoco-caprylate', 'caprylyl glycol', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 19140', 'ci 61570', 'ci 42090']",['caffeine'],1,['Dark Circles'],Dark Circles
La Roche-Posay Effaclar Micellar Water 200ml,Cleanser,12.5,"['peg-7 capric triglyceride', 'poloxamer 124', 'poloxamer 184', 'peg-6 capric triglyceride', 'glycerin', 'polysorbate 80', 'zinc pca', 'sodium hydroxide', 'disodium edta', 'bht', 'myrtrimonium bromide', 'parfum']",['zinc pca'],1,"['Comedonal', 'Fungal']","Comedonal, Fungal"
Murad Age Reform Aha/Bha Exfoliating Cleanser (200ml),Cleanser,38.0,"['sodium laureth sulfate', 'cocamidopropyl betaine', 'simmondsia chinensis leaf extract', 'acrylates copolymer', 'glycol stearate', 'butylene glycol', 'sodium pca', 'dipotassium glycyrrhizate', 'sodium ascorbyl phosphate', 'glycolic acid', 'lactic acid', 'salicylic acid', 'polyquaternium-4', 'sodium hydroxide', 'sodium chloride', 'citric acid', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben']","['salicylic acid', 'glycolic acid', 'lactic acid']",3,['Comedonal'],Comedonal
PIXI Glow Tonic Cleansing Gel 135ml,Cleanser,18.0,"['methyl gluceth-10', 'ethoxydiglycol', 'dipropylene glycol', 'butoxydiglycol', 'glycereth-26', 'diglycerin', 'glycerin', 'aloe barbadenis extract', 'vitis vinifera extract', 'actinidia chinensis', 'pyrus malus flower extract', 'citrus aurantium dulcis', 'citrus limon juice extract', 'citrus grandis', 'glycolic acid', 'aesculus hippocastanum extract', 'panax ginseng root extract', 'hamamelis virginiana', 'ananas sativas fruit extract', 'nelumbo nucifera flower extract', 'lactobacillus', 'diethoxydiglycol', 'carbomer', 'tromethamine', 'phenoxyethanol', 'polysorbate 80', 'parfum', 'ethylhexyl glycerin', 'butylene glycol', 'disodium edta', 'allantoin', 'panthenol', 'betaine']",['glycolic acid'],1,['Comedonal'],Comedonal
Medik8 Pore Cleanse Gel Intense 150ml,Cleanser,21.0,"['sodium c14-16 olefin sulfonate', 'sodium cocoamphoacetate', 'cocamidopropyl hydroxysultaine', 'sodium chloride', 'glycerin', 'mandelic acid', 'lactic acid', 'trifolium pratense (clover) flower extract', 'garcinia mangostana fruit extract', 'salicylic acid', 'isopentyldiol', 'lavandula angustifolia', 'ethylhexyl glycerin', 'mentha viridis extract', 'citric acid', 'disodium edta', 'pogostemon cablin flower extract', 'sodium hydroxide', 'phenoxyethanol', 'linalool']","['salicylic acid', 'lactic acid', 'mandelic acid']",3,['Comedonal'],Comedonal
Garnier Pure Active 3in1 Charcoal Blackhead Mask Wash Scrub 150ml,Cleanser,4.99,"['kaolin', 'glycerin', 'butylene glycol', 'zea mays starch', 'decyl glucoside', 'ci 77499', 'perlite', 'sodium laureth sulfate', 'peg-7 glyceryl cocoate', 'carrageenan', 'charcoal powder', 'citric acid', 'phenoxyethanol', 'polyglycerin-10', 'polyglyceryl-10 myristate', 'polyglyceryl-10 stearate', 'propylene glycol', 'pumice', 'salicylic acid', 'sodium dehydroacetate', 'sodium hydroxide', 'sorbitol', 'tetrasodium edta', 'tocopherol', 'vaccinium myrtillus extract', 'xanthan gum', 'zinc gluconate', 'parfum']","['salicylic acid', 'zinc gluconate']",2,"['Comedonal', 'Fungal']","Comedonal, Fungal"
PIXI Vitamin-C Juice Cleanser 150ml,Cleanser,18.0,"['citrus aurantium dulcis', 'peg-6 capric triglyceride', 'propanediol', 'ascorbic acid', 'ferulic acid', 'sodium hyaluronate', 'bifida ferment lysate', 'tocopheryl acetate', 'citrus aurantium dulcis', 'citrus grandis', 'lactic acid', 'olea europaea fruit oil', 'citrus limon juice extract', 'allantoin', 'oryza sativa bran', 'salix alba extract', '1,2-hexanediol', 'sodium citrate', 'litsea cubeba fruit extract', 'ethylhexyl glycerin', 'betaine', 'pentylene glycol', 'caprylyl glycol', 'butylene glycol', 'disodium edta']","['lactic acid', 'ascorbic acid']",2,"['Comedonal', 'Pigmentation']","Comedonal, Pigmentation"
Lancôme Crème Mousse Confort Creamy Foaming Cleanser 125ml,Cleanser,22.5,"['glycerin', 'sodium cocoyl glycinate', 'myristic acid', 'montmorillonite', 'butylene glycol', 'palmitic acid', 'glycol stearate', 'lauric acid', 'stearic acid', 'titanium dioxide', 'potassium hydroxide', 'parfum', 'butyrospermum parkii', 'phenoxyethanol', 'sodium hydroxide', 'sodium hexametaphosphate', 'butylparaben', 'salicylic acid', 'tetrasodium edta', 'propylparaben', 'p-anisic acid', 'o-cymen-5-ol', 'rosa canina flower oil', 'hexyl cinnamal', 'tocopherol', 'propylene glycol', 'alpha-isomethyl ionone', 'geraniol', 'farnesol', 'rosa gallica extract', 'ci 17200', 'nelumbium speciosum extract / nelumbium speciosum flower extract', 'ci 14700']",['salicylic acid'],1,['Comedonal'],Comedonal
PIXI Glow Mud Cleanser 135ml,Cleanser,18.0,"['aloe barbadenis extract', 'carthamus tinctorius extract', 'cetyl alcohol', 'glyceryl stearate', 'diatomaceous earth', 'glycerin', 'glycolic acid', 'sodium glycolate', 'lauroamphocarboxyglycinate and sodium trideceth sulfate', 'squalene', 'anthemis nobilis flower water', 'saponaria officinalis extract', 'hexylene glycol', 'fructose', 'glucose', 'sucrose', 'urea', 'dextrin', 'alanine', 'glutamic acid', 'aspartic acid', 'hexyl nicotinate', 'persea gratissima oil', 'triticum vulgare bran extract', 'corylus avellana flower extract', 'sesamium indicum seed oil', 'phenoxyethanol', 'caprylyl glycol', 'ethylhexyl glycerin', 'xanthan gum', 'parfum', 'chlorphenesin', 'guar gum', 'sodium hyaluronate', 'citric acid']",['glycolic acid'],1,['Comedonal'],Comedonal
Clinique for Men Charcoal Face Wash 200ml,Cleanser,18.0,"['cocamidopropyl hydroxysultaine', 'cocamidopropyl betaine', 'sodium lauroyl', 'decyl glucoside', 'sodium cocoyl sarcosinate', 'acrylates copolymer', 'sodium chloride', 'disodium cocoyl glutamate', 'glycerin', 'caffeinee', 'sodium cocoyl glutamate', 'monosodium citrate', 'butylene glycol', 'citric acid', 'charcoal powder', 'sodium hydroxide', 'disodium edta', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'phenoxyethanol', 'ci 77499']",['caffeine'],1,['Dark Circles'],Dark Circles
Estée Lauder Nutritious Super-Pomegranate Radiant Energy 2-In-1 Cleansing Foam 125ml,Cleanser,23.4,"['myristic acid', 'glycerin', 'behenic acid', 'palmitic acid', 'potassium hydroxide', 'sodium methyl cocoyl taurate', 'lauric acid', 'stearic acid', 'montmorillonite', 'vaccinium angustifolium extract', 'vaccinium macrocarpon fruit extract', 'lycium chinense extract', 'punica granatum seed oil', 'paeonia suffruticosa extract', 'sapindus mukurossi fruit extract', 'hypnea musciformis (algae) extract', 'serenoa serrulata fruit extract', 'ergothioneine', 'caffeinee', 'gelidiella acerosa extract', 'dipotassium glycyrrhizate', 'caesalpinia spinosa extract', 'urea', 'tocopheryl acetate', 'faex extract', 'trehalose', 'sodium hyaluronate', 'parfum', 'peg-3 distearate', 'sodium pca', 'butylene glycol', 'polyquaternium-7', 'tetrahexyldecyl ascorbate', 'polyquaternium-51', 'disodium edta', 'phenoxyethanol', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'citral', 'ci 19140', 'ci 14700']",['caffeine'],1,['Dark Circles'],Dark Circles
Origins GinZing Refreshing Scrub Cleanser 150ml,Cleanser,17.5,"['cocamidopropyl hydroxysultaine', 'cocamidopropyl betaine', 'decyl glucoside', 'sodium methyl cocoyl taurate', 'acrylates copolymer', 'copernicia cerifera wax', 'sodium lauroyl', 'simmondsia chinensis leaf extract', 'sodium chloride', 'polysorbate-20', 'disodium cocoyl glutamate', 'panax ginseng root extract', 'citrus grandis', 'citrus limon juice extract', 'citrus aurantium dulcis', 'mentha viridis extract', 'limonene', 'caffeinee', 'butylene glycol', 'ethylhexyl glycerin', 'glycerin', 'sodium cocoyl glutamate', 'monosodium citrate', 'sodium coco pg-dimonium chloride phosphate', 'citric acid', 'sodium hydroxide', 'disodium edta', 'tetrasodium edta', 'sodium benzoate', 'phenoxyethanol']",['caffeine'],1,['Dark Circles'],Dark Circles
Murad Time Release Blemish Cleanser 200ml,Cleanser,30.0,"['disodium cocoamphodiacetate', 'glycerin', 'cetyl alcohol', 'cocamidopropyl betaine', 'cetearyl alcohol', 'sodium cocoyl isethionate', 'peg-100 stearate', 'glyceryl stearate', 'butylene glycol', 'sodium hyaluronate', 'tocopheryl acetate', 'capric triglyceride', 'retinol', 'salix alba extract', 'ascorbic acid', 'chitosan', 'silver citrate', 'sodium pca', 'betaine', 'sorbitol', 'glycine', 'alanine', 'proline', 'serine', 'threonine', 'arganine', 'lysine', 'glutamic acid', 'zinc gluconate', 'argania spinosa extract', 'serenoa serrulata fruit extract', 'sesamium indicum seed oil', 'cimicifuga racemosa root extract', 'melaleuca alternifolia leaf extract', 'cocamidopropyl dimethylamine', 'zea mays starch', 'hydrolyzed corn starch', 'hydrolyzed corn starch', 'citric acid', 'disodium edta', 'propyl gallate', 'polysorbate 80', 'menthol', 'cetearyl glucoside', 'glycol distearate', 'steareth-4', 'peg-150 distearate', 'hydroxyethyl cellulose', 'polyacrylate-13', 'polyisobutene', 'polysorbate-20', 'trisodium ethylenediamine disuccinate', 'phenoxyethanol', 'caprylyl glycol', 'chlorphenesin', 'parfum']","['zinc gluconate', 'retinol', 'ascorbic acid']",3,"['Cystic', 'Fungal', 'Pigmentation']","Cystic, Fungal, Pigmentation"
Clinique Pep-Start 2-in-1 Exfoliating Cleanser 125ml,Cleanser,16.5,"['glycerin', 'sodium laureth sulfate', 'silica', 'acrylates copolymer', 'lauramidopropyl betaine', 'butylene glycol', 'sucrose', 'cocamidopropyl hydroxysultaine', 'carica papaya fruit extract', 'bambusa arundinacea stem extract', 'laminaria saccharina extract', 'salicylic acid', 'palmitoyl tetrapeptide-7', 'palmitoyl tripeptide-1', 'caffeinee', 'sodium hyaluronate', 'acetyl glucosamine', 'sodium coco pg-dimonium chloride phosphate', 'polysorbate-20', 'disodium cocoyl glutamate', 'citric acid', 'sodium cocoyl glutamate', 'laureth-2', 'sodium chloride', 'sodium hydroxide', 'sodium sulfate', 'carbomer', 'monosodium citrate', 'disodium edta', 'edta', 'bht', 'phenoxyethanol', 'ci 15510', 'ci 19140', 'ci 14700']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
Garnier Pure Active Anti Blemish Soap Free Gel Wash Sensitive Skin 150ml,Cleanser,4.99,"['sodium laureth sulfate', 'peg-8', 'cocamidopropyl betaine', 'sodium chloride', 'alcohol', 'caprylyl glycol', 'citric acid', 'hamamelis', 'hamamelis virginiana', 'hexylene glycol', 'maltodextrin', 'peg-120', 'methyl glucose dioleate', 'phenoxyethanol', 'salicylic acid', 'salix alba extract', 'sodium benzoate', 'sodium hydroxide', 'zinc pca', 'parfum']","['salicylic acid', 'zinc pca']",2,"['Comedonal', 'Fungal']","Comedonal, Fungal"
Clinique Anti Blemish Solutions Cleansing Gel 125ml,Cleanser,19.0,"['glycerin', 'sodium laureth sulfate', 'sodium chloride', 'lauramidopropyl betaine', 'butylene glycol', 'sucrose', 'salicylic acid', 'gentiana lutea (gentian) root extract', 'laminaria saccharina extract', 'caffeinee', 'sodium hyaluronate', 'acetyl glucosamine', 'laureth-2', 'peg-120 methyl glucose dioleate', 'sodium sulfate', 'benzophenone-4', 'sodium hydroxide', 'edta', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 42090']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
Gallinée Prebiotic Foaming Facial Cleanser 120ml,Cleanser,12.75,"['cocamidopropyl betaine', 'sodium lauryl glucose carboxylate', 'lauryl glucoside', 'glycerin', 'lactic acid', 'alpha-glucan oligosaccharide', 'inulin', 'styrene/acrylates', 'sodium chloride', 'citric acid', 'parfum', 'arganine', 'sorbic acid', 'sodium hydroxide', 'tetrasodium glutamate diacetate', 'sodium benzoate', 'limonene']",['lactic acid'],1,['Comedonal'],Comedonal
Garnier Pure Active Intensive Anti-Blackhead Charcoal Gel Wash 200ml,Cleanser,4.99,"['sodium laureth sulfate', 'decyl glucoside', 'glycerin', 'sodium chloride', 'cocamidopropyl betaine', 'salicylic acid', 'capryloyl salicylic acid', 'charcoal powder', 'citric acid', 'copper pca', 'hexylene glycol', 'menthol', 'peg-150 pentaerythrityl tetrastearate', 'peg-6 capric triglyceride', 'pentasodium ethylenediamine tetramethylene phosphonate', 'perlite', 'polyglycerin-10', 'polyglyceryl-10 myristate', 'polyglyceryl-10 stearate', 'polyquaternium-47', 'propylene glycol', 'sodium benzoate', 'sodium dehydroacetate', 'sodium hydroxide', 'sorbitol', 'tetrasodium edta', 'vaccinium myrtillus extract', 'zinc gluconate', 'parfum']","['salicylic acid', 'zinc gluconate']",2,"['Comedonal', 'Fungal']","Comedonal, Fungal"
Gallinée Prebiotic Cleansing Bar 100g,Cleanser,8.5,"['disodium lauryl sulfosuccinate', 'maltodextrin', 'sodium cocoyl isethionate', 'stearic acid', 'castor oil', 'cetyl alcohol', 'alpha-glucan oligosaccharide', 'inulin', 'lactic acid', 'arganine', 'parfum', 'citric acid', 'titanium dioxide', 'limonene']",['lactic acid'],1,['Comedonal'],Comedonal
