product_name,product_type,price_clean,clean_ingreds,acne_ingredients_present,acne_ingredient_count,acne_types,acne_types_str
REN Clean Skincare Radiance Perfection Serum,Serum,38.0,"['glycerin', 'alcohol denat', 'cetearyl olivate', 'ascorbyl tetraisopalmitate', 'oryza sativa bran', 'oryza sativa bran', 'phospholipid', 'sorbitan olivate', 'mannitol', 'vaccinium vitis-idaea seed oil', 'faex extract', 'sodium hyaluronate', 'hippophae rhamnoides extract', 'panax ginseng root extract', 'tocopherol', 'xanthan gum', 'lactic acid', 'glycyrrhiza glabra root extract', 'glycogen', 'magnesium ascorbyl phosphate', 'rumex occidentalis extract', 'parfum', 'citrus limon juice extract', 'gynostemma pentaphyllum leaf extract', 'ananas sativas fruit extract', 'passiflora edulis extract', 'vitis vinifera extract', 'citrus aurantium amara flower water', 'phenoxyethanol', 'sodium hydroxymethylglycinate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'potassium sorbate', 'sodium bisulfite', 'limonene', 'linalool']",['lactic acid'],1,['Comedonal'],Comedonal
bareMinerals SkinLongevity Vital Power Infusion Serum 50ml,Serum,48.0,"['propanediol', 'peg-6', 'niacinamide', 'ascorbyl glucoside', 'glycerin', 'peg/ppg-17/4 dimethyl ether', 'isodecyl neopentanoate', 'squalene', 'butylene glycol', 'dimethicon', 'peg-400', 'potassium hydroxide', 'isostearic acid', 'carbomer', 'alcohol', 'ethylhexyl glycerin', 'lauryl betaine', 'behenyl alcohol', 'stearamidopropyl dimethylamine', 'xanthan gum', 'sodium citrate', 'beheneth-20', 'acrylates/c10-30 alkyl', 'tocopherol', 'batyl alcohol', 'disodium edta', 'sodium metaphosphate', 'citric acid', 'polysorbate-20', 'sodium metabisulfite', 'peucedanum japonicum leaf/ stem extract', 'eschscholtzia californica leaf cell extract', 'saccharomyces ferment', 'citrus unshiu peel extract', 'palmitoyl tetrapeptide-7', 'palmitoyl tripeptide-1', 'zingiber aromaticus extract', 'parfum', 'limonene', 'linalool', 'geraniol', 'sodium benzoate', 'phenoxyethanol', 'ci 77491', 'ci 77492']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
REN Clean Skincare Evercalm Anti-Redness Serum,Serum,32.0,"['citrus aurantium dulcis', 'glycerin', 'capric triglyceride', 'alcohol', 'cetearyl olivate', 'phospholipid', 'glycine soja extract', 'sorbitan olivate', 'vaccinium vitis-idaea seed oil', 'phenoxyethanol', 'inulin', 'lactose', 'lactis proteinum', 'alaria esculenta extract', 'aster maritima extract', 'laminaria ochroleuca extract', 'arnica montana extract', 'laminaria digitata extract', 'sodium hyaluronate', 'sodium carboxymethyl beta-glucan', 'oryza sativa bran', 'alpha-glucan oligosaccharide', 'rumex occidentalis extract', 'tocopherol', 'xanthan gum', 'sodium hydroxymethylglycinate', 'lactic acid', 'sodium citrate']",['lactic acid'],1,['Comedonal'],Comedonal
Elizabeth Arden Advanced Ceramide Capsules Daily Youth Restoring Eye Serum (60 Pack),Serum,52.0,"['cyclopentasiloxane', 'isononyl', 'isononanoate', 'isododecane', 'isopropyl myristate', 'isopropyl palmitate', 'capric triglyceride', 'camellia japonica extract', 'dimethicon', 'ceramide 1', 'ceramide 3', 'ceramide 6 ii', 'cholesterol', 'cocos nucifera fruit extract', 'crithmum maritimum extract', 'dimethiconol', 'dimethyl isosorbide', 'humulus lupulus extract', 'lecithin', 'medicago sativa extract', 'neoruscogenin', 'palmitoyl hexapeptide-14', 'phytosphingosine', 'polysilicone-11', 'retinyl palmitate', 'ruscogenin', 'squalene', 'tocopherol']",['retinyl palmitate'],1,['General'],General
Estée Lauder Perfectionist Pro Multi-Defense Aqua UV Gel SPF 50 with 8 Anti-Oxidants,Serum,32.4,"['homosalate', 'alcohol denat', 'ethylhexyl salicylate', 'butyl methoxydibenzoylmethane', 'benzophenone-3', 'octocrylene', 'butylene glycol', 'polymethylsilsesquioxane', 'camellia sinensis extract', 'thermus thermophillus ferment', 'alcaligenes polysaccharides', 'glycerin', 'anthemis nobilis flower water', 'triticum vulgare bran extract', 'polygonum cuspidatum root extract', 'opuntia tuna extract', 'lilium tigrinum extract', 'laminaria ochroleuca extract', 'hordeum vulgare extract', 'sucrose', 'caffeinee', 'cholesterol', 'ergothioneine', 'squalene', 'dextrin palmitate', 'glyceryl stearate', 'algae extract', 'acrylates copolymer', 'capric triglyceride', 'caprylyl glycol', 'tocopheryl acetate', 'sorbeth-30 tetraisostearate', 'acrylates/c10-30 alkyl', 'dipropylene glycol', 'dehydroxanthan gum', 'tetrahexyldecyl ascorbate', 'sorbitan sesquiisostearate', 'ethylbisiminomethylguaiacol manganese chloride', 'acrylates/beheneth-25 methacrylate copolymer', 'carbomer', 'sodium hyaluronate', 'ammonium acryloyldimethyltaurate/vp', 'ppg-8-ceteth-20', 'hexylene glycol', 'sodium hydroxide', 'cyclodextrin', 'disodium edta', 'bht', 'phenoxyethanol']",['caffeine'],1,['Dark Circles'],Dark Circles
NIP+FAB Retinol Fix Serum Extreme 50ml,Serum,29.95,"['glycerin', 'ammonium acryloyldimethyltaurate/vp', 'dimethicon', 'castor oil', 'phenoxyethanol', 'butylene glycol', 'bisabolol', 'benzyl alcohol', 'retinyl palmitate', 'parfum', 'disodium edta', 'ethylhexyl glycerin', 'dehydroacetic acid', 'carbomer', 'sodium lactate', 'benzyl salicylate', 'sodium hydroxide', 'polysorbate-20', 'hexyl cinnamal', 'tocopherol', 'linalool', 'limonene', 'aloe barbadenis extract', 'palmitoyl tripeptide-1', 'palmitoyl tetrapeptide-7']",['retinyl palmitate'],1,['General'],General
Origins Plantscription Anti-Aging Power Serum 50ml,Serum,65.0,"['butylene glycol', 'dimethicon', 'simmondsia chinensis leaf extract', 'glycerin', 'rosa damascena', 'lavandula angustifolia', 'pelargonium graveolens extract', 'illicium verum fruit extract', 'citrus aurantium bergamia', 'carthamus tinctorius extract', 'myristica fragrans extract', 'citrus aurantium dulcis', 'citrus nobilis oil', 'citrus limon juice extract', 'litsea cubeba fruit extract', 'hibiscus abelmoschus extract', 'limonene', 'linalool', 'geraniol', 'citronellol', 'sigesbeckia orientalis extract', 'prunus amygdalus dulcis', 'anogeissus leiocarpus bark extract', 'pisum sativum extract', 'bambusa vulgaris extract', 'crithmum maritimum extract', 'centaurium erythraea (centaury) extract', 'laminaria digitata extract', 'coffea arabica seed extract', 'rosmarinus officinalis extract', 'rubus idaeus extract', 'polymethylsilsesquioxane', 'cucumis sativus extract', 'pyrus malus flower extract', 'commiphora mukul resin extract', 'scutellaria baicalensis extract', 'dicaprylyl carbonate', 'acetyl hexapeptide-8', 'caffeinee', 'phytosphingosine', 'sodium hyaluronate', 'lecithin', 'methyl trimethicone', 'glucosamine hcl', 'hydrogenated olus oil', 'hydrolyzed algin', 'micrococcus lysate', 'carbomer', 'capric triglyceride', 'ammonium acryloyldimethyltaurate/vp', 'caprylyl glycol', 'tetrahexyldecyl ascorbate', 'polysilicone-11', 'tromethamine', 'sodium phytate', 'hexylene glycol', 'silica', 'phenoxyethanol']",['caffeine'],1,['Dark Circles'],Dark Circles
Estée Lauder Perfectionist Pro Rapid Brightening Treatment with Ferment2+ Vitamin C 50ml,Serum,77.4,"['butylene glycol', 'glycerin', 'glycereth-26', 'isononyl isononanoate', 'dimethicon', 'propanediol', 'ascorbyl glucoside', 'algae extract', 'sucrose', 'acetyl glucosamine', 'hydroxyethyl urea', 'lens esculenta (lentil) fruit extract', 'citrullus lanatus fruit extract', 'pyrus malus flower extract', 'saccharum officinarum extract', 'myrtus communis leaf extract', 'avena sativa kernel extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'cladosiphon okamuranus extract', 'salicylic acid', 'hydrolyzed prunus domestica', 'caffeinee', 'sodium lactate', 'dipotassium glycyrrhizate', 'squalene', 'oryzanol', 'resveratrol', 'sodium hyaluronate', 'sodium pca', 'ethylhexyl glycerin', 'bis-peg-18 methyl ether dimethyl', 'tocopheryl acetate', 'peg-75', 'oleth-3 phosphate', 'sorbitol', 'caprylyl glycol', 'oleth-3', 'sodium polyaspartate', 'oleth-5', 'acrylates/c10-30 alkyl', 'propylene glycol caprylate', 'dextrin', 'faex extract', 'choleth-24', 'carbomer', 'sodium hydroxide', 'ceteth-24', 'xanthan gum', 'parfum', 'glyceryl acrylate/acrylic acid copolymer', 'citric acid', 'sodium citrate', 'disodium edta', 'bht', 'potassium sorbate', 'sodium benzoate', 'phenoxyethanol']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
Peter Thomas Roth Retinol Fusion PM 30ml,Serum,55.5,"['cyclopentasiloxane', 'squalene', 'retinol', 'tocopheryl acetate', 'ascorbyl palmitate', 'bisabolol', 'lecithin', 'potassium phosphate', 'pentylene glycol', 'polysorbate-20', 'alcohol']",['retinol'],1,['Cystic'],Cystic
Elizabeth Arden Skin Illuminating Advanced Brightening Night Capsules (50 Capsules),Serum,60.0,"['cyclopentasiloxane', 'cyclohexasiloxane', 'capric triglyceride', 'dimethicon/vinyl dimethicon crosspolymer', 'neopentyl glycol diheptanoate', 'silica', 'tetrahexyldecyl ascorbate', 'brassica campestris', 'glycolic acid', 'glycyrrhiza glabra root extract', 'humulus lupulus extract', 'isoceteth-10', 'lactic acid', 'niacinamide', 'parfum', 'phoenix dactylifera extract', 'polyvinyl alcohol', 'sodium ascorbyl phosphate', 'spilanthes acmella flower extract', 'tocopherol', 'tocopheryl acetate', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool']","['niacinamide', 'glycolic acid', 'lactic acid']",3,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Sukin Super Greens Recovery Serum 30ml,Serum,13.95,"['capric triglyceride', 'glycerin', 'glyceryl stearate', 'decyl oleate', 'theobroma cacao extract', 'vitis vinifera extract', 'persea gratissima oil', 'tocopherol', 'xanthan gum', 'sodium stearoyl glutamate', 'daucus carota sativa extract', 'euterpe oleracea fruit oil', 'lycium barbarum extract', 'spirulina platensis extract', 'chlorella vulgaris extract', 'petroselinum crispum (parsley) extract', 'brassica oleracea acephala leaf extract', 'parfum', 'lactic acid', 'phenoxyethanol', 'benzyl alcohol']",['lactic acid'],1,['Comedonal'],Comedonal
Pai Skincare Back to Life Hydration Serum 30ml,Serum,42.0,"['glycerin', 'lactobacillus', 'cocos nucifera fruit extract', 'simmondsia chinensis leaf extract', 'sodium hyaluronate', 'kunzea pomifera fruit extract', 'syzygium luehmannii fruit extract', 'tasmannia lanceolata fruit extract', 'sodium levulinate', 'lysolecithin', 'sclerotium gum', 'sodium anisate', 'xanthan gum', 'pullulan', 'helianthus annuus seed oil', 'jasminum grandiflorum flower extract', 'litsea cubeba fruit extract', 'pelargonium graveolens extract', 'lactic acid', 'tocopherol', 'silica']",['lactic acid'],1,['Comedonal'],Comedonal
OSKIA Super 16 Serum (30ml),Serum,90.0,"['helianthus annuus seed oil', 'glycerin', 'capric triglyceride', 'bakuchiol', 'butylene glycol', 'dimethyl sulfone', 'boerhavia diffusa root extract', 'lupinus albus seed extract', 'chondrus crispus extract', 'crithmum maritimum extract', 'crithmum maritimum extract', 'malus domestica fruit extract', 'sodium hyaluronate', 'opuntia ficus-indica stem extract', 'retinyl palmitate', 'rosa damascena', 'disodium edta', 'glucose', 'glyceryl linoleate', 'glyceryl linolenate', 'inulin lauryl carbamate', 'lecithin', 'sodium ascorbyl phosphate', 'sodium lactate', 'sodium pca', 'sorbitol', 'tocopherol', 'tocopheryl acetate', 'xanthan gum', 'caprylyl glycol', 'ethylhexyl glycerin', 'phenyl ethyl alcohol', 'phenoxyethanol', 'citronellol', 'geraniol', 'linalool']",['retinyl palmitate'],1,['General'],General
La Roche-Posay Pigmentclar Serum 30ml,Serum,30.0,"['glycerin', 'dimethicon', 'alcohol denat', 'niacinamide', 'isopropyl lauroyl sarcosinate', 'octyldodecanol', 'peg-20 methyl glucose sesquistearate', 'dimethiconol', 'cetearyl ethylhexanoate', 'isohexadecane', 'sodium hyaluronate', 'ginkgo biloba extract', 'phenylethyl resorcinol', 'poloxamer 338', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'isopropyl myristate', 'capryloyl', 'salicylic acid', 'xanthan gum', 'ferulic acid', 'polysorbate 80', 'acrylamide/sodium', 'acryloyldimethyl taurate copolymer', 'phenoxyethanol', 'titanium dioxide', 'ci 77019', 'parfum']","['salicylic acid', 'niacinamide']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
"Clinique Repairwear Laser Focus Smooths, Restores, Refines 50ml",Serum,47.0,"['water\\aqua\\eau ', 'dimethicon ', 'butylene glycol ', 'methyl trimethicone ', 'vinyl dimethicon/methicone silsesquioxane crosspolymer ', 'polysorbate-20 ', 'bis-peg-18 methyl ether dimethyl ', 'glycerin ', 'silica ', 'polymethylsilsesquioxane ', 'lauryl peg-9 ', 'methyl gluceth-20 ', 'polysilicone-11 ', 'sigesbeckia orientalis extract', 'salvia sclarea ', 'acetyl glucosamine ', 'plankton extract ', 'whey protein', 'sea whip extract ', 'arabidopsis thaliana extract ', 'caffeinee ', 'acetyl hexapeptide-8 ', 'glycine soja extract', 'sodium hyaluronate ', 'micrococcus lysate ', 'palmitoyl oligopeptide ', 'ergothioneine ', 'aminopropyl ascorbyl phosphate', 'caprylyl glycol ', 'ethylhexyl glycerin ', 'tocopheryl acetate ', 'cholesterol', 'glyceryl polymethacrylate', 'sodium hydroxide', 'lecithin', 'carbomer ', 'peg-8 ', 'xanthan gum ', 'citric acid ', 'disodium edta ', 'phenoxyethanol']",['caffeine'],1,['Dark Circles'],Dark Circles
COSRX AC Collection Blemish Spot Clearing Serum 40ml,Serum,27.0,"['propolis extract', 'butylene glycol', 'niacinamide', 'panthenol', '1,2-hexanediol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'ethylhexyl glycerin', 'glycerin', 'polyglyceryl-10 laurate', 'polyglyceryl-10 myristate', 'allantoin', 'melaleuca alternifolia leaf extract', 'sodium hyaluronate', 'asiaticoside', 'asiatic acid', 'madecassic acid', 'helianthus annuus seed oil', 'macadamia ternifolia seed oil', 'sucrose distearate', 'glyceryl stearate', 'hydrogenated lecithin', 'dipropylene glycol', 'ceramide np', 'rh-oligopeptide-1']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Dermalogica AGE Bright Clearing Serum 30ml,Serum,52.65,"['niacinamide', 'butylene glycol', 'castor oil', 'salicylic acid', 'lentinus edodes mycelium extract', 'glyceryl glucoside', 'salvia sclarea', 'phytic acid', 'terpineol', 'thymol', 'citrus aurantium dulcis', 'rosmarinus officinalis extract', 'lavandula hybrida extract', 'pelargonium graveolens extract', 'lavandula angustifolia', 'citrus limon juice extract', 'polydextrose', 'glycerin', 'dextrin', 'amylopectin', 'caprylyl glycol', 'ethylhexyl glycerin', 'xanthan gum', 'pentylene glycol', 'sodium hydroxide', 'isoamyl laurate', 'limonene', 'linalool', 'geraniol', 'citronellol', 'phenoxyethanol', '']","['salicylic acid', 'niacinamide']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
SkinCeuticals Discoloration Defense Corrective Serum 30ml,Serum,85.0,"['butylene glycol', 'niacinamide', 'hydroxyethylpiperazine ethane sulfonic acid', 'glycerin', 'hydroxyethyl urea', 'propylene glycol', 'tranexamic acid', 'phenoxyethanol', 'caprylyl glycol', 'allantoin', 'chlorphenesin', 'xanthan gum', 'disodium edta']","['niacinamide', 'tranexamic acid']",2,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Estée Lauder Idealist Pore Minimizing Skin Refinisher 30ml,Serum,42.3,"['cyclopentasiloxane', 'dimethicon', 'polysilicone-11', 'acetyl glucosamine', 'sodium lactobionate', 'morus nigra extract', 'faex extract', 'serenoa serrulata fruit extract', 'triticum vulgare bran extract', 'vitis vinifera extract', 'scutellaria baicalensis extract', 'castanea sativa seed extract', 'camellia sinensis extract', 'hordeum vulgare extract', 'lavandula angustifolia', 'amorphophallus konjac root extract', 'caffeinee', 'laminaria saccharina extract', 'tocopheryl acetate', 'salvia sclarea', 'sodium hyaluronate', 'coriandrum sativum extract', 'citrus grandis', 'cholesterol', 'glycerin', 'ethylhexyl glycerin', 'squalene', 'polyethylene', 'isopentyldiol', 'phenyl trimethicone', 'isohexadecane', 'polysorbate-20', 'pantethine', 'methyldihydrojasmonate', 'acrylamide/sodium', 'ammonium acryloyldimethyltaurate/vp', 'polysorbate 80', 'peg-8', 'ethyl 2,2-dimethylhydrocinnamal', 'phospholipid', 'palmitoyl oligopeptide', 'butylene glycol', 'magnesium ascorbyl phosphate', 'glyceryl polymethacrylate', 'sodium glycyrrhetinate', 'nordihydroguaiaretic acid', 'chlorphenesin', 'phenoxyethanol', 'limonene', 'linalool', 'ci 77491', 'ci 77492', 'ci 77499', 'ci 77019', 'titanium dioxide']",['caffeine'],1,['Dark Circles'],Dark Circles
Estée Lauder Perfectionist [CP+R] Wrinkle Lifting/Firming Serum 30ml,Serum,55.8,"['dimethicon', 'polysilicone-11', 'hdi/trimethylol hexyllactone crosspolymer', 'silica', 'butylene glycol', 'caprylyl methicone', 'sigesbeckia orientalis extract', 'salvia sclarea', 'coleus forskohli rott extract', 'chamomilla recutita flower oil', 'dimethicon', 'hydrolyzed fish (pisces) collage', 'palmaria palmata extract', 'glycyrrhiza glabra root extract', 'silybum marianum extract', 'hordeum vulgare extract', 'padina pavonica extract', 'artemia extract', 'pantethine', 'aglae extract', 'chlorella vulgaris extract', 'cholesterol', 'squalene', 'boswellia serrata plant extract', 'zea mays extract', 'glycine soja extract', 'caffeinee', 'whey protein', 'linoleic acid', 'lecithin', 'fish (pisces) collagen', 'acetyl hexapeptide-8', 'glycerin', 'yeast extract', 'polyquaternium-51', 'phytosphingosine', 'triticum vulgare bran extract', 'decarboxy carnosine hcl', 'polysorbate-40', 'pentylene glycol', 'propanediol', 'lauryl peg-9', 'polydimethylsiloxyethyl dimethicon', 'ethylhexyl glycerin', 'ammonium acryloyldimethyltaurate/vp', 'sodium pca', 'propylene glycol dicoco-caprylate', 'sodium chondroitin sulfate', 'sodium hyaluronate', 'isohexadecane', 'peg-8', 'tocopheryl acetate', 'polysorbate-80', 'disodium distyrylbiphenyl disulfonate', 'laureth-12', 'acrylamide/sodium', 'caprylyl glycol', 'aminopropyl ascorbyl phosphate', 'xanthan gum', 'sodium beta-sitosteryl sulfate', 'sodium chloride', 'sodium hydroxide', 'parfum', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 77019', 'titanium dioxide']",['caffeine'],1,['Dark Circles'],Dark Circles
Murad Retinol Youth Renewal Serum Travel Size,Serum,25.0,"['cyclopentasiloxane', 'isopropyl palmitate', 'c14-22', 'polymethylsilsesquioxane', 'dimethicon', 'propanediol', 'glyceryl stearate', 'peg-100 stearate', 'shea butter ethyl esters', 'retinol', 'hydroxypinacolone retinoate', 'ceramide np', 'sodium hyaluronate', 'solanum lycopersicum', 'swertia chirata extract', 'squalene', 'punica granatum seed oil', 'tocopheryl acetate', 'glycine soja extract', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'glycerin', 'capric triglyceride', 'dimethyl isosorbide', 'silica', 'ethylhexyl palmitate', 'silica dimethyl silylate', 'butylene glycol', 'lecithin', 'ammonium acryloyldimethyltaurate/vp', 'c12-20', 'cetyl palmitate', 'laureth-23', 'polysorbate-20', 'trideceth-6', 'synthetic fluorphlogopite', 'phenoxyethanol', 'ethylhexyl glycerin', 'chlorphenesin', 'disodium edta', 'sodium hydroxide', 'tris (tetramethylhydroxypiperidinol) citrate', 'sodium benzotriazolyl butylphenol sulfonate', 'titanium dioxide', 'ci 14700', 'alpha-isomethyl ionone', 'citronellol', 'parfum']",['retinol'],1,['Cystic'],Cystic
Pai Skincare Instant Calm Redness Serum Sea Aster and Wild Oat 30ml,Serum,46.0,"['citrus aurantium dulcis', 'avena sativa kernel extract', 'glycerin', 'glyceryl stearate citrate', 'cetearyl alcohol', 'aster maritima extract', 'sodium hyaluronate', 'carya ovata bark extract', 'litsea cubeba fruit extract', 'adesmia boronoides flower / leaf / stem oil', 'helianthus annuus seed oil', 'capric triglyceride', 'acacia senegal gum', 'xanthan gum', 'sodium levulinate', 'sodium anisate', 'glyceryl caprylate', 'tocopherol', 'lactic acid', 'rosmarinus officinalis extract', 'citral', 'limonene']",['lactic acid'],1,['Comedonal'],Comedonal
Gallinée Probiotic Youthful Serum 30ml,Serum,38.25,"['propanediol', 'glycerin', 'lactococcus ferment lysate', 'lactic acid', 'alpha-glucan oligosaccharide', 'polyacrylate crosspolymer-6', 'pentylene glycol', 'inulin', 'polymnia sonchifolia root juice', 'cyathea cumingii leaf extract', 'maltodextrin', 'arganine', 'lactobacillus', 'sodium hydroxide', 'sodium chloride', 'glyceryl caprylate', 'cinnamic acid', 'levulinic acid', 'xanthan gum', 'sodium levulinate', 'tetrasodium glutamate diacetate', 'ethylhexyl glycerin', 'sodium benzoate', 'potassium sorbate']",['lactic acid'],1,['Comedonal'],Comedonal
Dr Dennis Gross Skincare C+Collagen Brighten and Firm Vitamin C Serum 30ml,Serum,79.0,"['glycerin', '3-o-ethyl ascorbic acid', 'niacinamide', 'glycereth-7', 'lactic acid', 'alcohol denat', 'hydroxyethyl cellulose', 'dimethyl isosorbide', 'ascorbic acid', 'collagen amino acids', 'superoxide dismutase', 'glycine', 'carnitine hcl', 'ubiquinone', 'hexylresorcinol', 'emblica officinalis fruit extract', 'hydrolyzed soy protein', 'tetrahexyldecyl ascorbate', 'isoquercetin', 'mandelic acid', 'pueraria lobata extract', 'curcuma longa root extract', 'phytic acid', 'citric acid', 'tetrasodium edta', 'sodium citrate', 'butylene glycol', 'xanthan gum', 'polysorbate-20', 't-butyl alcohol', 'sodium hydroxide', 'polysorbate 80', 'denatonium benzoate', 'benzyl alcohol', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'caramel']","['niacinamide', 'lactic acid', 'mandelic acid', 'ascorbic acid']",4,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Estée Lauder Perfectionist Pro Rapid Firm + Lift Serum Hexapeptide-8 50ml,Serum,77.4,"['dimethicon', 'butylene glycol', 'capric triglyceride', 'glycerin', 'bis-peg-18 methyl ether dimethyl', 'polysorbate-20', 'lauryl peg-9', 'polysilicone-11', 'mangifera indica extract', 'phoenix dactylifera extract', 'pisum sativum extract', 'cucumis sativus extract', 'crithmum maritimum extract', 'laminaria ochroleuca extract', 'commiphora mukul resin extract', 'triticum vulgare bran extract', 'bambusa vulgaris extract', 'chlorella vulgaris extract', 'laminaria saccharina extract', 'brassica campestris', 'helianthus annuus seed oil', 'algae extract', 'hypnea musciformis (algae) extract', 'sigesbeckia orientalis extract', 'nymphaea alba flower extract', 'acetyl glucosamine', 'caffeinee', 'gelidiella acerosa extract', 'coffea arabica seed extract', 'sodium hyaluronate', 'lactic acid', 'propylene glycol dicoco-caprylate', 'saccharide isomerate', 'methyl gluceth-20', 'ethylhexyl glycerin', 'acrylamide/sodium', 'helianthus annuus seed oil', 'caprylyl glycol', 'isohexadecane', 'tocopheryl acetate', 'acrylates/c10-30 alkyl', 'glyceryl polymethacrylate', 'sodium polyacrylate', 'squalene', 'sodium pca', 'urea', 'zea mays extract', 'whey protein', 'palmaria palmata extract', 'polysorbate 80', 'acetyl hexapeptide-8', 'triolein', 'hydrolyzed opuntia ficus indica flower extract', 'linoleic acid', 'trehalose', 'glycine soja extract', 'glucosamine hcl', 'phospholipid', 'laminaria digitata extract', 'hordeum vulgare extract', 'polyquaternium-51', 'palmitoyl hexapeptide-12', 'ergothioneine', 'aminopropyl ascorbyl phosphate', 'peg-8', 'phytosteryl canola glycerides', 'pentylene glycol', 'oleic acid', 'palmitic acid', 'xanthan gum', 'parfum', 'sodium hydroxide', 'citric acid', 'silica', 'calcium chloride', 'stearic acid', 'dipropylene glycol', 'sodium palmitoyl proline', 'disodium edta', 'bht', 'potassium sorbate', 'phenoxyethanol', 'ci 77019', 'titanium dioxide', 'ci 77491', 'ci 77492', 'ci 77499']","['lactic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
GLAMGLOW Superserum 30ml,Serum,48.0,"['peg-8', 'butylene glycol', 'propanediol', 'glycerin', 'bis-peg-18 methyl ether dimethyl', 'silane', 'glycolic acid', 'mandelic acid', 'sodium hydroxide', 'salicylic acid', 'lactic acid', 'pyruvic acid', 'tartaric acid', 'sodium hyaluronate', 'trehalose', 'eucalyptus globulus', 'eucalyptus globulus', 'charcoal powder', 'avena sativa kernel extract', 'algae extract', 'butyrospermum parkii', 'lecithin', 'tocopheryl acetate', 'acetyl glucosamine', 'dimethicon', 'silica', 'xanthan gum', 'hdi/trimethylol hexyllactone crosspolymer', 'polymethyl methacrylate', 'carbomer', 'polysorbate-20', 'ammonium acryloyldimethyltaurate/beheneth-25 methacrylate crosspolymer', 'urea', 'parfum', 'linalool', 'bht', 'disodium edta', 'phenoxyethanol', 'sorbic acid', 'chlorphenesin', 'titanium dioxide', 'ci 42090', 'ci 14700']","['salicylic acid', 'glycolic acid', 'lactic acid', 'mandelic acid']",4,['Comedonal'],Comedonal
Too Faced Hangover Good in Bed Ultra-Hydrating Replenishing Serum 29ml,Serum,32.0,"['butylene glycol', 'peg/ppg/polybutylene glycol-8/5/3 glycerin', 'lactobacillus', 'yogurt powder', 'sodium hyaluronate', 'hydrolyzed sodium hyaluronate', 'algae extract', 'hylocereus undatus fruit extract', 'cocos nucifera fruit extract', 'cocos nucifera fruit extract', 'acetyl hexapeptide-8', 'panthenol', 'glycerin', 'caffeinee', 'dipeptide diaminobutyroyl benzylamide diacetate', 'ammonium acryloyldimethyltaurate/vp', 'caprylyl glycol', 'castor oil', 'parfum', 'phenoxyethanol', 'potassium sorbate', 'sodium metabisulfite', 'ci 77019', 'titanium dioxide']",['caffeine'],1,['Dark Circles'],Dark Circles
Liz Earle Superskin Face Serum 30ml Pump,Serum,45.0,"['glycerin', 'heptyl undecylenate', 'capric triglyceride', 'borago officinalis seed oil', 'albizia julibrissin bark extract', 'rosa canina flower oil', 'propanediol', 'vaccinium macrocarpon fruit extract', 'sclerotium gum', 'olea europaea fruit oil', 'citrus aurantium amara flower water', 'lavandula hybrida extract', 'anthemis nobilis flower water', 'rheum rhaponticum root extract', 'zizyphus jujuba seed extract', 'punica granatum seed oil', 'citrus aurantium amara flower water', 'maltodextrin', 'phenoxyethanol', 'sodium polyacrylate', 'glyceryl behenate', 'polyglyceryl-6 distearate', 'xanthan gum', 'tocopherol', 'levan', 'benzoic acid', 'hydrolyzed algin', 'linalool', 'simmondsia chinensis leaf extract', 'hydrolyzed sodium hyaluronate', 'dehydroacetic acid', 'ethylhexyl glycerin', 'cetyl alcohol', 'cera alba', 'decyl glucoside', 'alcohol', 'sodium ascorbyl phosphate', 'parfum', 'citric acid', 'sodium benzoate', 'geraniol', 'limonene', 'ascorbic acid', 'phenyl ethyl alcohol', 'citral']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
